# False Positive Rate (FPR)	True Positive Rate (TPR)	Thresholds
2.562225475841873878e-01	1.075268817204301161e-02	9.999264478683471680e-01
2.576866764275256294e-01	1.075268817204301161e-02	9.999262094497680664e-01
2.606149341142020570e-01	1.075268817204301161e-02	9.999244213104248047e-01
2.620790629575402431e-01	1.075268817204301161e-02	9.999237060546875000e-01
2.650073206442166707e-01	1.075268817204301161e-02	9.999232292175292969e-01
2.928257686676427607e-01	1.075268817204301161e-02	9.999117851257324219e-01
2.957540263543191883e-01	1.075268817204301161e-02	9.999116659164428711e-01
3.030746705710102296e-01	1.075268817204301161e-02	9.999085664749145508e-01
3.045387994143484711e-01	1.612903225806451568e-02	9.999078512191772461e-01
3.177159590043923676e-01	1.612903225806451568e-02	9.999036788940429688e-01
3.206442166910687952e-01	1.612903225806451568e-02	9.999026060104370117e-01
3.308931185944363196e-01	1.612903225806451568e-02	9.998959302902221680e-01
3.338213762811127472e-01	1.612903225806451568e-02	9.998958110809326172e-01
3.352855051244509332e-01	1.612903225806451568e-02	9.998955726623535156e-01
3.382137628111273608e-01	1.612903225806451568e-02	9.998953342437744141e-01
3.469985358711566437e-01	1.612903225806451568e-02	9.998912811279296875e-01
3.469985358711566437e-01	2.688172043010752729e-02	9.998880624771118164e-01
3.528550512445094989e-01	2.688172043010752729e-02	9.998841285705566406e-01
3.528550512445094989e-01	3.225806451612903136e-02	9.998840093612670898e-01
3.645680819912152093e-01	3.225806451612903136e-02	9.998806715011596680e-01
3.674963396778916369e-01	3.225806451612903136e-02	9.998788833618164062e-01
4.099560761346998650e-01	3.225806451612903136e-02	9.998557567596435547e-01
4.099560761346998650e-01	3.763440860215053890e-02	9.998553991317749023e-01
4.612005856515373203e-01	3.763440860215053890e-02	9.998185038566589355e-01
4.612005856515373203e-01	4.301075268817204644e-02	9.998183846473693848e-01
4.685212298682284171e-01	4.301075268817204644e-02	9.998103976249694824e-01
4.699853587115666032e-01	4.838709677419354704e-02	9.998077750205993652e-01
4.963396778916544516e-01	4.838709677419354704e-02	9.997723698616027832e-01
4.963396778916544516e-01	5.376344086021505458e-02	9.997705817222595215e-01
5.036603221083455484e-01	5.376344086021505458e-02	9.997611641883850098e-01
5.036603221083455484e-01	5.913978494623656212e-02	9.997605681419372559e-01
5.534407027818447622e-01	5.913978494623656212e-02	9.996376037597656250e-01
5.534407027818447622e-01	6.451612903225806273e-02	9.996358156204223633e-01
5.666178623718887142e-01	6.451612903225806273e-02	9.995927214622497559e-01
5.695461200585651973e-01	6.451612903225806273e-02	9.995861649513244629e-01
5.885797950219618935e-01	6.451612903225806273e-02	9.995224475860595703e-01
5.885797950219618935e-01	6.989247311827956333e-02	9.995194673538208008e-01
5.959004392386529902e-01	6.989247311827956333e-02	9.994814991950988770e-01
