# False Positive Rate (FPR)	True Positive Rate (TPR)	Thresholds
9.633967789165446272e-01	6.021505376344086224e-01	1.704341545701026917e-02
9.648609077598828687e-01	6.021505376344086224e-01	1.605906337499618530e-02
9.648609077598828687e-01	6.182795698924731242e-01	1.371614634990692139e-02
9.677891654465593518e-01	6.182795698924731242e-01	1.340449228882789612e-02
9.677891654465593518e-01	6.236559139784946248e-01	1.311008818447589874e-02
9.692532942898974824e-01	6.236559139784946248e-01	1.222901977598667145e-02
9.692532942898974824e-01	6.344086021505376261e-01	1.187482848763465881e-02
9.707174231332357239e-01	6.344086021505376261e-01	1.128245517611503601e-02
9.707174231332357239e-01	6.559139784946236285e-01	1.018196344375610352e-02
9.721815519765739655e-01	6.559139784946236285e-01	9.856875985860824585e-03
9.721815519765739655e-01	6.827956989247311315e-01	8.899894542992115021e-03
9.736456808199122070e-01	6.827956989247311315e-01	8.556563407182693481e-03
9.736456808199122070e-01	6.989247311827957443e-01	8.017243817448616028e-03
9.765739385065885791e-01	6.989247311827957443e-01	7.784365676343441010e-03
9.765739385065885791e-01	7.043010752688172449e-01	7.576287258416414261e-03
9.780380673499268207e-01	7.043010752688172449e-01	7.479515392333269119e-03
9.780380673499268207e-01	7.096774193548387455e-01	6.950292270630598068e-03
9.795021961932650623e-01	7.096774193548387455e-01	6.503409706056118011e-03
9.795021961932650623e-01	7.580645161290322509e-01	5.186306778341531754e-03
9.824304538799414344e-01	7.580645161290322509e-01	5.101492628455162048e-03
9.824304538799414344e-01	7.634408602150537515e-01	4.948542453348636627e-03
9.838945827232796759e-01	7.634408602150537515e-01	4.934430122375488281e-03
9.838945827232796759e-01	7.688172043010752521e-01	4.748903214931488037e-03
9.868228404099560480e-01	7.688172043010752521e-01	4.707883577793836594e-03
9.868228404099560480e-01	7.795698924731182533e-01	4.620925989001989365e-03
9.882869692532942896e-01	7.795698924731182533e-01	4.525906872004270554e-03
9.882869692532942896e-01	7.849462365591397539e-01	4.438891075551509857e-03
9.897510980966325311e-01	7.849462365591397539e-01	4.343095235526561737e-03
9.897510980966325311e-01	8.172043010752688685e-01	4.059933591634035110e-03
9.912152269399707727e-01	8.172043010752688685e-01	3.889099461957812309e-03
9.912152269399707727e-01	8.225806451612903691e-01	3.833947470411658287e-03
9.926793557833089032e-01	8.225806451612903691e-01	3.724299836903810501e-03
9.926793557833089032e-01	8.548387096774193727e-01	3.309616819024085999e-03
9.941434846266471448e-01	8.548387096774193727e-01	3.276454983279109001e-03
9.941434846266471448e-01	8.763440860215053752e-01	3.014495130628347397e-03
9.956076134699853863e-01	8.763440860215053752e-01	3.005900420248508453e-03
9.956076134699853863e-01	9.516129032258064946e-01	2.603383269160985947e-03
9.970717423133236279e-01	9.516129032258064946e-01	2.516502747312188148e-03
9.970717423133236279e-01	9.731182795698924970e-01	2.465583616867661476e-03
9.985358711566617584e-01	9.731182795698924970e-01	2.370057627558708191e-03
9.985358711566617584e-01	9.784946236559139976e-01	2.339732833206653595e-03
1.000000000000000000e+00	9.784946236559139976e-01	2.267167670652270317e-03
1.000000000000000000e+00	1.000000000000000000e+00	2.059393329545855522e-03
