# False Positive Rate (FPR)	True Positive Rate (TPR)	Thresholds
9.648609077598828687e-01	6.129032258064516236e-01	6.102997064590454102e-02
9.692532942898974824e-01	6.129032258064516236e-01	5.839054659008979797e-02
9.692532942898974824e-01	6.236559139784946248e-01	5.524688959121704102e-02
9.707174231332357239e-01	6.236559139784946248e-01	5.485057830810546875e-02
9.707174231332357239e-01	6.774193548387096309e-01	3.825506195425987244e-02
9.721815519765739655e-01	6.774193548387096309e-01	3.738216683268547058e-02
9.721815519765739655e-01	6.827956989247311315e-01	3.710874542593955994e-02
9.765739385065885791e-01	6.827956989247311315e-01	3.225581720471382141e-02
9.765739385065885791e-01	6.989247311827957443e-01	2.892119809985160828e-02
9.780380673499268207e-01	6.989247311827957443e-01	2.821455337107181549e-02
9.780380673499268207e-01	7.096774193548387455e-01	2.456650324165821075e-02
9.795021961932650623e-01	7.096774193548387455e-01	2.365544065833091736e-02
9.795021961932650623e-01	7.150537634408602461e-01	2.258199080824851990e-02
9.809663250366031928e-01	7.150537634408602461e-01	2.244419232010841370e-02
9.809663250366031928e-01	7.204301075268817467e-01	2.128576301038265228e-02
9.824304538799414344e-01	7.204301075268817467e-01	2.101318165659904480e-02
9.824304538799414344e-01	7.795698924731182533e-01	1.528657414019107819e-02
9.868228404099560480e-01	7.795698924731182533e-01	1.324880495667457581e-02
9.868228404099560480e-01	7.849462365591397539e-01	1.264046132564544678e-02
9.882869692532942896e-01	7.849462365591397539e-01	1.107253693044185638e-02
9.882869692532942896e-01	7.956989247311827551e-01	1.068409066647291183e-02
9.897510980966325311e-01	7.956989247311827551e-01	1.027541328221559525e-02
9.897510980966325311e-01	8.118279569892472569e-01	9.606543928384780884e-03
9.912152269399707727e-01	8.118279569892472569e-01	9.467571973800659180e-03
9.912152269399707727e-01	8.548387096774193727e-01	5.169599317014217377e-03
9.926793557833089032e-01	8.548387096774193727e-01	5.059448536485433578e-03
9.926793557833089032e-01	8.602150537634408733e-01	4.920021630823612213e-03
9.941434846266471448e-01	8.602150537634408733e-01	4.822295624762773514e-03
9.941434846266471448e-01	8.870967741935483764e-01	3.483161097392439842e-03
9.970717423133236279e-01	8.870967741935483764e-01	2.209868514910340309e-03
9.970717423133236279e-01	9.139784946236558794e-01	1.182140316814184189e-03
9.985358711566617584e-01	9.139784946236558794e-01	9.010358480736613274e-04
9.985358711566617584e-01	9.623655913978494958e-01	3.368134493939578533e-04
1.000000000000000000e+00	9.623655913978494958e-01	2.318178885616362095e-04
1.000000000000000000e+00	1.000000000000000000e+00	1.940740730788093060e-05
